# This file is generated by MACS version 2.0.10.20130915 (tag:beta)
# Command line: callpeak -t rpon1vsv/accepted_hits.bam -c ck1vsv/accepted_hits.bam -f BAM -g 6400000 --nomodel --shiftsize=75 -n rponvsvmacs2e30 -p 1e-30
# ARGUMENTS LIST:
# name = rponvsvmacs2e30
# format = BAM
# ChIP-seq file = ['rpon1vsv/accepted_hits.bam']
# control file = ['ck1vsv/accepted_hits.bam']
# effective genome size = 6.40e+06
# band width = 300
# model fold = [5, 50]
# pvalue cutoff = 1.00e-30
# qvalue will not be calculated and reported as -1 in the final output.
# Larger dataset will be scaled towards smaller dataset.
# Range for calculating regional lambda is: 1000 bps and 10000 bps
# Broad region calling is off

# tag size is determined as 52 bps
# total tags in treatment: 2863080
# tags after filtering in treatment: 1806050
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.37
# total tags in control: 3270839
# tags after filtering in control: 2706270
# maximum duplicate tags at the same position in control = 1
# Redundant rate in control: 0.17
# d = 150
chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
NC_002516.2	3929642	3929927	286	3929776	289.00	135.40443	6.63450	130.96466	rponvsvmacs2e30_peak_226
NC_002516.2	3930015	3930245	231	3930109	251.00	105.70105	5.81593	102.65575	rponvsvmacs2e30_peak_227
NC_002516.2	3956096	3956285	190	3956202	260.00	104.81702	5.54756	101.80240	rponvsvmacs2e30_peak_228
NC_002516.2	3996108	3996453	346	3996189	214.00	78.22738	4.96200	75.79250	rponvsvmacs2e30_peak_229
NC_002516.2	3996602	3996783	182	3996702	229.00	81.10482	4.82028	78.62166	rponvsvmacs2e30_peak_230
NC_002516.2	3997833	3998002	170	3997906	235.00	80.75815	4.68398	78.28266	rponvsvmacs2e30_peak_231
NC_002516.2	4041221	4041391	171	4041313	231.00	72.90349	4.31859	70.55994	rponvsvmacs2e30_peak_232
NC_002516.2	4095842	4096070	229	4095973	288.00	111.18347	5.31361	107.98132	rponvsvmacs2e30_peak_233
NC_002516.2	4115644	4115811	168	4115727	231.00	90.53456	5.35434	87.87109	rponvsvmacs2e30_peak_234
NC_002516.2	4123955	4124183	229	4124090	294.00	104.55656	4.88452	101.54933	rponvsvmacs2e30_peak_235
NC_002516.2	4134226	4134450	225	4134324	263.00	103.07420	5.38229	100.11098	rponvsvmacs2e30_peak_236
NC_002516.2	4156451	4156617	167	4156529	229.00	78.86741	4.68912	76.42362	rponvsvmacs2e30_peak_237
NC_002516.2	4176897	4177047	151	4176964	229.00	81.04792	4.81692	78.56895	rponvsvmacs2e30_peak_238
NC_002516.2	4180228	4180400	173	4180307	201.00	69.20591	4.66197	66.91801	rponvsvmacs2e30_peak_239
NC_002516.2	4188202	4188427	226	4188325	271.00	110.41851	5.62188	107.23663	rponvsvmacs2e30_peak_240
NC_002516.2	4204835	4204993	159	4204920	238.00	76.64835	4.40511	74.24292	rponvsvmacs2e30_peak_241
NC_002516.2	4241501	4241666	166	4241585	251.00	85.07717	4.63332	82.52501	rponvsvmacs2e30_peak_242
NC_002516.2	4340649	4340870	222	4340754	292.00	105.48008	4.96105	102.44453	rponvsvmacs2e30_peak_243
NC_002516.2	4395371	4395544	174	4395451	191.00	60.82316	4.31995	58.65115	rponvsvmacs2e30_peak_244
NC_002516.2	4462703	4462886	184	4462811	218.00	70.56458	4.41084	68.25950	rponvsvmacs2e30_peak_245
NC_002516.2	4463251	4463424	174	4463330	254.00	94.01403	5.06108	91.28515	rponvsvmacs2e30_peak_246
NC_002516.2	4494258	4494462	205	4494341	267.00	94.93927	4.86777	92.19134	rponvsvmacs2e30_peak_247
NC_002516.2	4502087	4502305	219	4502200	292.00	119.50599	5.66521	116.02884	rponvsvmacs2e30_peak_248
NC_002516.2	4503836	4504025	190	4503934	261.00	107.30599	5.67016	104.21154	rponvsvmacs2e30_peak_249
NC_002516.2	4507757	4507960	204	4507857	282.00	109.33793	5.33420	106.18784	rponvsvmacs2e30_peak_250
NC_002516.2	4530195	4530517	323	4530327	297.00	101.02386	4.67586	98.12323	rponvsvmacs2e30_peak_251
NC_002516.2	4534978	4535154	177	4535070	280.00	83.89436	4.14847	81.36515	rponvsvmacs2e30_peak_252
NC_002516.2	4547640	4547806	167	4547728	244.00	78.34201	4.39672	75.90557	rponvsvmacs2e30_peak_253
NC_002516.2	4548705	4548882	178	4548809	208.00	59.02825	3.91575	56.87996	rponvsvmacs2e30_peak_254
NC_002516.2	4565624	4565801	178	4565714	257.00	104.38520	5.59086	101.38204	rponvsvmacs2e30_peak_255
NC_002516.2	4569520	4569671	152	4569590	192.00	50.82538	3.68415	48.78389	rponvsvmacs2e30_peak_256
NC_002516.2	4570667	4570825	159	4570755	225.00	72.00273	4.36975	69.67336	rponvsvmacs2e30_peak_257
NC_002516.2	4607300	4607481	182	4607400	218.00	71.36296	4.45758	69.04311	rponvsvmacs2e30_peak_258
NC_002516.2	4629142	4629337	196	4629204	204.00	52.94992	3.63535	50.88153	rponvsvmacs2e30_peak_259
NC_002516.2	4641557	4641731	175	4641636	262.00	109.27523	5.76297	106.12642	rponvsvmacs2e30_peak_260
NC_002516.2	4805462	4805724	263	4805575	299.00	105.74252	4.85991	102.69576	rponvsvmacs2e30_peak_261
NC_002516.2	4824635	4824878	244	4824772	285.00	109.81235	5.30073	106.64752	rponvsvmacs2e30_peak_262
NC_002516.2	4842905	4843142	238	4843032	272.00	109.80971	5.56578	106.64498	rponvsvmacs2e30_peak_263
NC_002516.2	4870252	4870458	207	4870356	228.00	88.32240	5.28511	85.70401	rponvsvmacs2e30_peak_264
NC_002516.2	4879874	4880049	176	4879957	278.00	105.14944	5.19347	102.12267	rponvsvmacs2e30_peak_265
NC_002516.2	4888704	4888934	231	4888817	246.00	93.16273	5.17657	90.45057	rponvsvmacs2e30_peak_266
NC_002516.2	4897822	4897981	160	4897892	246.00	96.99627	5.40328	94.19835	rponvsvmacs2e30_peak_267
NC_002516.2	4910358	4910588	231	4910491	292.00	96.59493	4.54976	93.80469	rponvsvmacs2e30_peak_268
NC_002516.2	4992566	4993349	784	4992780	300.00	128.85963	5.98993	124.85303	rponvsvmacs2e30_peak_269
NC_002516.2	4993434	4993943	510	4993540	256.00	91.87557	4.90584	89.18823	rponvsvmacs2e30_peak_270
NC_002516.2	5024136	5024356	221	5024250	271.00	89.96625	4.55402	87.31541	rponvsvmacs2e30_peak_271
NC_002516.2	5041470	5041711	242	5041598	270.00	103.09242	5.23984	100.12836	rponvsvmacs2e30_peak_272
NC_002516.2	5056880	5057140	261	5057009	300.00	131.56787	6.13663	127.35983	rponvsvmacs2e30_peak_273
NC_002516.2	5063076	5063260	185	5063165	257.00	102.80143	5.49784	99.84591	rponvsvmacs2e30_peak_274
NC_002516.2	5067969	5068168	200	5068058	293.00	95.90136	4.50461	93.12782	rponvsvmacs2e30_peak_275
NC_002516.2	5069500	5069680	181	5069588	228.00	78.18688	4.66873	75.75532	rponvsvmacs2e30_peak_276
NC_002516.2	5083755	5084083	329	5083899	256.00	73.61972	3.99075	71.26437	rponvsvmacs2e30_peak_277
NC_002516.2	5105409	5105597	189	5105502	260.00	95.88362	5.04648	93.11069	rponvsvmacs2e30_peak_278
NC_002516.2	5110713	5110877	165	5110759	232.00	52.25146	3.27834	50.19284	rponvsvmacs2e30_peak_279
NC_002516.2	5130903	5131062	160	5130991	230.00	63.18409	3.82483	60.98048	rponvsvmacs2e30_peak_280
NC_002516.2	5199641	5199820	180	5199742	231.00	85.33121	5.03181	82.77553	rponvsvmacs2e30_peak_281
NC_002516.2	5252390	5252648	259	5252510	274.00	123.98923	6.34675	120.29134	rponvsvmacs2e30_peak_282
NC_002516.2	5308502	5308673	172	5308572	214.00	74.83626	4.74657	72.45983	rponvsvmacs2e30_peak_283
NC_002516.2	5352766	5352924	159	5352832	245.00	86.85169	4.83760	84.26559	rponvsvmacs2e30_peak_284
NC_002516.2	5369025	5369214	190	5369136	274.00	96.37616	4.81965	93.59355	rponvsvmacs2e30_peak_285
NC_002516.2	5378705	5378870	166	5378780	224.00	72.35933	4.40729	70.02531	rponvsvmacs2e30_peak_286
NC_002516.2	5387086	5387279	194	5387192	210.00	72.34837	4.67376	70.01455	rponvsvmacs2e30_peak_287
NC_002516.2	5391396	5391551	156	5391474	238.00	72.53503	4.18872	70.19946	rponvsvmacs2e30_peak_288
NC_002516.2	5407655	5407871	217	5407773	268.00	112.32345	5.79987	109.08875	rponvsvmacs2e30_peak_289
NC_002516.2	5428552	5428744	193	5428659	225.00	73.78486	4.47071	71.42815	rponvsvmacs2e30_peak_290
NC_002516.2	5456196	5456447	252	5456325	300.00	134.57050	6.30255	130.18875	rponvsvmacs2e30_peak_291
NC_002516.2	5458609	5458803	195	5458700	264.00	96.33510	4.99492	93.55320	rponvsvmacs2e30_peak_292
NC_002516.2	5487074	5487266	193	5487171	247.00	85.69697	4.73706	83.13268	rponvsvmacs2e30_peak_293
NC_002516.2	5507697	5507866	170	5507782	243.00	84.01261	4.71778	81.47858	rponvsvmacs2e30_peak_294
NC_002516.2	5512297	5512451	155	5512385	225.00	77.01729	4.65795	74.60365	rponvsvmacs2e30_peak_295
NC_002516.2	5513080	5513249	170	5513160	229.00	80.20033	4.76695	77.73476	rponvsvmacs2e30_peak_296
NC_002516.2	5517314	5517518	205	5517403	280.00	100.55558	4.92481	97.66483	rponvsvmacs2e30_peak_297
NC_002516.2	5528353	5528613	261	5528490	296.00	95.10502	4.42831	92.35056	rponvsvmacs2e30_peak_298
NC_002516.2	5536638	5536856	219	5536711	253.00	73.57006	4.02764	71.21538	rponvsvmacs2e30_peak_299
NC_002516.2	5537221	5537373	153	5537283	194.00	55.92417	3.95698	53.81740	rponvsvmacs2e30_peak_300
NC_002516.2	5539908	5540106	199	5539996	287.00	104.96315	5.02106	101.94334	rponvsvmacs2e30_peak_301
NC_002516.2	5588649	5588808	160	5588726	237.00	85.78746	4.93378	83.22166	rponvsvmacs2e30_peak_302
NC_002516.2	5599626	5599787	162	5599699	253.00	90.87759	4.90797	88.20988	rponvsvmacs2e30_peak_303
NC_002516.2	5647543	5647695	153	5647616	220.00	71.63203	4.43681	69.30928	rponvsvmacs2e30_peak_304
NC_002516.2	5690301	5690487	187	5690368	267.00	81.36494	4.20513	78.87852	rponvsvmacs2e30_peak_305
NC_002516.2	5694906	5695165	260	5695033	298.00	105.04843	4.84371	102.02556	rponvsvmacs2e30_peak_306
NC_002516.2	5698111	5698272	162	5698189	261.00	78.53108	4.15449	76.09244	rponvsvmacs2e30_peak_307
NC_002516.2	5714100	5714289	190	5714179	259.00	98.04050	5.18435	95.21154	rponvsvmacs2e30_peak_308
NC_002516.2	5766274	5766519	246	5766372	296.00	93.10238	4.34191	90.39150	rponvsvmacs2e30_peak_309
NC_002516.2	5772154	5772394	241	5772267	288.00	106.21417	5.06502	103.15353	rponvsvmacs2e30_peak_310
NC_002516.2	5775315	5775484	170	5775383	231.00	76.67006	4.52665	74.26413	rponvsvmacs2e30_peak_311
NC_002516.2	5787624	5787887	264	5787745	299.00	101.29233	4.65846	98.38110	rponvsvmacs2e30_peak_312
NC_002516.2	5800357	5800524	168	5800447	248.00	93.20944	5.13729	90.49674	rponvsvmacs2e30_peak_313
NC_002516.2	5800987	5801192	206	5801081	274.00	96.37616	4.81965	93.59355	rponvsvmacs2e30_peak_314
NC_002516.2	5816887	5817167	281	5817040	297.00	124.33356	5.81440	120.62197	rponvsvmacs2e30_peak_315
NC_002516.2	5820092	5820337	246	5820222	299.00	103.48730	4.75705	100.51089	rponvsvmacs2e30_peak_316
NC_002516.2	5824220	5824383	164	5824287	255.00	84.56416	4.53976	82.02316	rponvsvmacs2e30_peak_317
NC_002516.2	5832826	5833085	260	5832957	300.00	128.85962	5.98993	124.85303	rponvsvmacs2e30_peak_318
NC_002516.2	5853461	5853632	172	5853523	232.00	78.84309	4.63119	76.40018	rponvsvmacs2e30_peak_319
NC_002516.2	5885342	5885616	275	5885468	290.00	106.37698	5.03820	103.31145	rponvsvmacs2e30_peak_320
NC_002516.2	5902998	5903236	239	5903093	293.00	83.74872	3.98687	81.22084	rponvsvmacs2e30_peak_321
NC_002516.2	5918848	5919063	216	5918958	297.00	105.49725	4.88027	102.46079	rponvsvmacs2e30_peak_322
NC_002516.2	5928684	5928848	165	5928767	261.00	73.14746	3.90646	70.80146	rponvsvmacs2e30_peak_323
NC_002516.2	5946712	5946899	188	5946818	249.00	72.91395	4.04992	70.57024	rponvsvmacs2e30_peak_324
NC_002516.2	5952927	5953275	349	5953049	300.00	121.45995	5.60300	117.91104	rponvsvmacs2e30_peak_325
NC_002516.2	6015384	6015574	191	6015488	269.00	75.36192	3.90905	72.97914	rponvsvmacs2e30_peak_326
NC_002516.2	6058457	6058641	185	6058551	255.00	92.54682	4.96101	89.84758	rponvsvmacs2e30_peak_327
NC_002516.2	6070401	6070648	248	6070569	268.00	82.95873	4.26549	80.44553	rponvsvmacs2e30_peak_328
NC_002516.2	6106060	6106276	217	6106162	273.00	94.81024	4.75871	92.06467	rponvsvmacs2e30_peak_329
NC_002516.2	6175406	6175626	221	6175517	283.00	95.88792	4.65100	93.11462	rponvsvmacs2e30_peak_330
NC_002516.2	6179614	6179840	227	6179725	271.00	94.39150	4.77126	91.65308	rponvsvmacs2e30_peak_331
NC_002516.2	6192756	6192913	158	6192842	293.00	86.44658	4.09814	83.86721	rponvsvmacs2e30_peak_332
NC_002516.2	6208969	6209220	252	6209094	299.00	125.77657	5.84772	121.96601	rponvsvmacs2e30_peak_333
NC_002516.2	6222949	6223191	243	6223077	295.00	117.62310	5.50650	114.21165	rponvsvmacs2e30_peak_334
NC_002516.2	6254762	6254959	198	6254877	249.00	75.68867	4.18568	73.29833	rponvsvmacs2e30_peak_335
